,orderNo,Salmon,Pork Chop,Sea Bass,Duck Breast,Swordfish,Pork Tenderloin,Filet Mignon,Roast Chicken,rowTotal,,,4253,
5456,132748,0,2,1,1,0,1,0,0,5,,,,
5490,132822,0,2,0,0,2,1,0,0,5,,,,
5519,132885,0,2,0,1,0,0,2,0,5,,,,
5564,132965,0,2,1,0,1,0,1,0,5,,,,
5652,133131,0,2,1,1,0,1,0,0,5,,,,
5690,133193,0,2,0,1,0,0,1,1,5,,,,
5710,133232,0,2,2,0,1,0,0,0,5,,,,
5722,133256,0,2,0,0,1,2,0,0,5,,,,
5805,133407,0,2,1,1,0,0,1,0,5,,,,
5817,133427,0,2,1,0,0,0,2,0,5,,,,
5839,133463,0,2,0,0,1,1,1,0,5,,,,
5870,133511,0,2,0,1,0,1,1,0,5,,,,
5924,133614,0,2,0,0,2,0,0,1,5,,,,
5936,133632,0,2,0,0,2,0,0,1,5,,,,
5953,133667,0,2,1,1,1,0,0,0,5,,,,
5975,133700,0,2,0,1,1,0,0,1,5,,,,
5981,133709,0,2,2,0,0,1,0,0,5,,,,
6038,133815,0,2,1,0,0,1,1,0,5,,,,
6041,133824,0,2,0,1,1,0,0,1,5,,,,
6070,133875,0,2,0,1,1,0,1,0,5,,,,
6138,134005,0,2,1,0,1,0,1,0,5,,,,
6165,134053,0,2,1,2,0,0,0,0,5,,,,
6242,134196,0,2,0,0,1,0,1,1,5,,,,
6297,134289,0,2,2,0,0,1,0,0,5,,,,
6322,134333,0,2,0,1,1,1,0,0,5,,,,
6325,134336,0,2,1,1,1,0,0,0,5,,,,
6333,134353,0,2,1,0,1,0,1,0,5,,,,
6355,134390,0,2,1,0,0,1,0,1,5,,,,
6379,134436,0,2,1,1,0,0,1,0,5,,,,
6402,134479,0,2,0,1,0,1,1,0,5,,,,
6439,134547,0,2,0,1,0,1,0,1,5,,,,
6440,134550,0,2,1,0,0,0,2,0,5,,,,
6518,134691,0,2,1,0,0,0,1,1,5,,,,
6528,134709,0,2,0,1,1,0,1,0,5,,,,
6542,134743,0,2,1,0,0,0,2,0,5,,,,
6553,134761,0,2,1,1,0,0,0,1,5,,,,
6562,134776,0,2,2,0,1,0,0,0,5,,,,
6587,134811,0,2,1,0,0,0,2,0,5,,,,
6604,134847,0,2,0,1,0,2,0,0,5,,,,
6668,134966,0,2,1,0,1,0,1,0,5,,,,
6808,135262,0,2,2,0,0,1,0,0,5,,,,
6881,135396,0,2,2,0,0,0,1,0,5,,,,
6882,135397,0,2,1,0,0,1,1,0,5,,,,
6888,135407,0,2,0,1,0,0,2,0,5,,,,
6922,135457,0,2,1,1,0,1,0,0,5,,,,
6937,135487,0,2,0,1,1,0,1,0,5,,,,
6967,135537,0,2,0,1,0,0,2,0,5,,,,
6974,135559,0,2,1,0,1,1,0,0,5,,,,
6992,135587,0,2,2,0,0,1,0,0,5,,,,
7006,135614,0,2,1,0,1,1,0,0,5,,,,
7010,135623,0,2,1,0,0,2,0,0,5,,,,
7053,135712,0,2,3,0,0,0,0,0,5,,,,
7091,135784,0,2,0,2,0,1,0,0,5,,,,
7116,135826,0,2,0,0,1,2,0,0,5,,,,
7148,135891,0,2,1,1,0,1,0,0,5,,,,
7168,135931,0,2,1,2,0,0,0,0,5,,,,
7212,136011,0,2,0,0,0,2,0,1,5,,,,
7302,136177,0,2,1,1,1,0,0,0,5,,,,
7443,136435,0,2,2,0,0,1,0,0,5,,,,
7448,136444,0,2,0,2,0,1,0,0,5,,,,
7480,136496,0,2,0,0,0,0,2,1,5,,,,
7494,136520,0,2,1,1,0,0,0,1,5,,,,
7505,136538,0,2,1,0,1,0,0,1,5,,,,
7537,136594,0,2,0,0,2,0,0,1,5,,,,
7578,136672,0,2,0,1,1,0,0,1,5,,,,
7581,136677,0,2,1,1,0,0,1,0,5,,,,
7590,136701,0,2,1,0,0,1,1,0,5,,,,
7621,136759,0,2,0,2,0,1,0,0,5,,,,
7643,136807,0,2,1,1,0,0,1,0,5,,,,
7652,136824,0,2,1,0,1,0,1,0,5,,,,
7686,136884,0,2,1,0,1,1,0,0,5,,,,
7735,136993,0,2,2,0,0,1,0,0,5,,,,
7740,136998,0,2,1,0,0,1,1,0,5,,,,
7743,137005,0,2,3,0,0,0,0,0,5,,,,
7789,137087,0,2,1,1,0,1,0,0,5,,,,
7853,137228,0,2,1,0,0,0,2,0,5,,,,
7862,137245,0,2,1,1,1,0,0,0,5,,,,
7894,137296,0,2,0,1,1,1,0,0,5,,,,
7898,137303,0,2,1,0,1,0,0,1,5,,,,
7911,137329,0,2,0,1,0,2,0,0,5,,,,
7928,137352,0,2,2,0,0,0,1,0,5,,,,
7965,137419,0,2,0,0,0,3,0,0,5,,,,
8033,137542,0,2,1,1,0,0,1,0,5,,,,
8058,137587,0,2,1,1,0,0,0,1,5,,,,
8084,137634,0,2,0,1,1,0,1,0,5,,,,
8139,137728,0,2,0,0,0,1,2,0,5,,,,
8178,137801,0,2,0,0,0,1,2,0,5,,,,
8255,137964,0,2,0,1,0,0,1,1,5,,,,
8312,138084,0,2,0,0,2,0,1,0,5,,,,
8325,138116,0,2,1,1,0,1,0,0,5,,,,
8396,138268,0,2,0,1,1,1,0,0,5,,,,
8439,138365,0,2,1,1,0,0,0,1,5,,,,
8446,138378,0,2,1,0,0,1,1,0,5,,,,
8519,138524,0,2,0,1,0,2,0,0,5,,,,
8644,138756,0,2,0,0,0,1,2,0,5,,,,
8648,138761,0,2,0,0,0,1,1,1,5,,,,
8665,138804,0,2,1,0,0,1,1,0,5,,,,
8734,138943,0,2,0,1,0,0,0,2,5,,,,
8762,138988,0,2,0,1,2,0,0,0,5,,,,
8770,139004,0,2,1,1,0,0,1,0,5,,,,
8783,139031,0,2,0,0,0,2,1,0,5,,,,
8788,139040,0,2,1,0,0,1,1,0,5,,,,
8856,139157,0,2,1,0,0,1,0,1,5,,,,
8893,139232,0,2,1,0,0,1,1,0,5,,,,
8908,139261,0,2,0,1,0,0,2,0,5,,,,
8910,139266,0,2,1,0,0,0,2,0,5,,,,
8960,139364,0,2,2,0,0,0,1,0,5,,,,
8982,139413,0,2,0,0,1,2,0,0,5,,,,
8987,139419,0,2,0,1,2,0,0,0,5,,,,
9008,139481,0,2,1,1,0,1,0,0,5,,,,
9047,139544,0,2,1,0,1,0,0,1,5,,,,
9060,139570,0,2,2,0,0,0,1,0,5,,,,
9112,139671,0,2,0,1,1,0,0,1,5,,,,
9228,139899,0,2,1,0,0,1,0,1,5,,,,
9231,139902,0,2,2,0,1,0,0,0,5,,,,
9296,140028,0,2,0,0,0,1,2,0,5,,,,
9333,140092,0,2,1,0,0,1,1,0,5,,,,
9347,140122,0,2,0,0,1,2,0,0,5,,,,
9410,140239,0,2,2,0,1,0,0,0,5,,,,
9459,140336,0,2,0,0,1,2,0,0,5,,,,
9470,140350,0,2,2,0,0,1,0,0,5,,,,
9515,140430,0,2,0,0,1,0,2,0,5,,,,
9610,140627,0,2,0,1,0,0,2,0,5,,,,
9641,140674,0,2,0,0,0,0,3,0,5,,,,
9695,140763,0,2,3,0,0,0,0,0,5,,,,
9800,140978,0,2,0,0,0,1,2,0,5,,,,
9824,141020,0,2,1,0,0,2,0,0,5,,,,
9848,141063,0,2,0,1,0,1,1,0,5,,,,
9894,141161,0,2,0,1,0,1,1,0,5,,,,
9967,141316,0,2,1,0,1,1,0,0,5,,,,
9989,141363,0,2,1,0,0,1,1,0,5,,,,
10073,141491,0,2,1,1,0,1,0,0,5,,,,
10112,141589,0,2,0,2,0,0,1,0,5,,,,
10114,141597,0,2,2,0,0,0,1,0,5,,,,
10255,141892,0,2,1,1,0,0,1,0,5,,,,
10271,141923,0,2,1,0,0,1,1,0,5,,,,
10292,141963,0,2,0,1,0,0,2,0,5,,,,
10383,142111,0,2,2,1,0,0,0,0,5,,,,
10461,142286,0,2,0,1,0,0,2,0,5,,,,
10504,142361,0,2,0,1,0,1,1,0,5,,,,
10517,142389,0,2,1,0,2,0,0,0,5,,,,
10518,142390,0,2,2,0,0,0,1,0,5,,,,
10546,142452,0,2,0,0,0,1,0,2,5,,,,
10713,142760,0,2,2,0,1,0,0,0,5,,,,
10722,142781,0,2,3,0,0,0,0,0,5,,,,
10787,142921,0,2,1,2,0,0,0,0,5,,,,
10869,143063,0,2,1,0,0,1,1,0,5,,,,
10874,143076,0,2,0,1,1,0,1,0,5,,,,
10876,143079,0,2,1,0,2,0,0,0,5,,,,
10894,143114,0,2,2,0,0,1,0,0,5,,,,
10993,143300,0,2,1,0,1,0,1,0,5,,,,
11053,143411,0,2,0,0,1,2,0,0,5,,,,
11059,143426,0,2,0,0,0,1,2,0,5,,,,
11074,143458,0,2,0,1,1,0,1,0,5,,,,
11095,143501,0,2,1,0,1,0,1,0,5,,,,
11099,143513,0,2,0,0,1,0,0,2,5,,,,
11114,143534,0,2,2,0,0,1,0,0,5,,,,
11136,143572,0,2,2,0,0,1,0,0,5,,,,
11206,143698,0,2,0,0,2,0,0,1,5,,,,
11227,143740,0,2,0,1,1,0,1,0,5,,,,
11243,143767,0,2,0,0,0,1,1,1,5,,,,
11300,143867,0,2,2,0,0,1,0,0,5,,,,
11448,144134,0,2,1,0,0,0,2,0,5,,,,
11493,144231,0,2,1,0,0,1,1,0,5,,,,
11560,144365,0,2,0,0,0,2,1,0,5,,,,
11634,144494,0,2,0,0,0,0,1,2,5,,,,
11638,144498,0,2,2,0,0,0,0,1,5,,,,
11693,144615,0,2,2,0,0,0,1,0,5,,,,
11701,144629,0,2,2,0,0,0,1,0,5,,,,
11730,144676,0,2,1,1,0,1,0,0,5,,,,
11751,144726,0,2,1,1,0,0,1,0,5,,,,
11799,144813,0,2,0,2,1,0,0,0,5,,,,
11818,144852,0,2,1,0,1,1,0,0,5,,,,
11826,144866,0,2,1,1,0,0,1,0,5,,,,
11903,145028,0,2,0,1,1,1,0,0,5,,,,
11913,145050,0,2,1,1,0,0,1,0,5,,,,
11935,145094,0,2,0,0,1,0,2,0,5,,,,
12057,145316,0,2,1,0,1,0,1,0,5,,,,
12127,145445,0,2,2,0,0,0,1,0,5,,,,
12206,145596,0,2,1,1,0,0,0,1,5,,,,
12235,145655,0,2,0,0,1,1,1,0,5,,,,
12240,145663,0,2,1,0,1,1,0,0,5,,,,
12292,145758,0,2,2,1,0,0,0,0,5,,,,
12301,145776,0,2,1,1,1,0,0,0,5,,,,
12337,145829,0,2,0,0,0,1,2,0,5,,,,
12417,145971,0,2,1,1,1,0,0,0,5,,,,
12423,145983,0,2,2,0,1,0,0,0,5,,,,
12494,146091,0,2,0,0,1,1,0,1,5,,,,
12497,146095,0,2,1,0,0,2,0,0,5,,,,
12511,146114,0,2,1,1,0,1,0,0,5,,,,
12514,146122,0,2,0,1,0,0,1,1,5,,,,
12579,146249,0,2,0,0,1,0,2,0,5,,,,
12616,146307,0,2,0,0,0,2,1,0,5,,,,
12739,146534,0,2,3,0,0,0,0,0,5,,,,
12842,146725,0,2,0,0,1,1,1,0,5,,,,
12878,146792,0,2,2,0,0,0,1,0,5,,,,
12931,146902,0,2,0,2,0,0,1,0,5,,,,
12936,146908,0,2,1,0,1,1,0,0,5,,,,
12977,146982,0,2,1,0,0,0,2,0,5,,,,
12986,146997,0,2,1,0,0,0,1,1,5,,,,
1069,124420,3,1,1,0,0,0,0,0,5,,,,
2496,127185,3,1,0,0,0,0,1,0,5,,,,
3414,128949,3,1,0,0,0,0,1,0,5,,,,
4315,130578,3,1,0,0,0,1,0,0,5,,,,
4405,130735,3,1,1,0,0,0,0,0,5,,,,
5806,133408,3,1,0,0,0,0,1,0,5,,,,
6271,134245,3,1,0,0,0,0,0,1,5,,,,
6651,134932,3,1,0,1,0,0,0,0,5,,,,
7255,136094,3,1,0,0,0,1,0,0,5,,,,
8512,138506,3,1,0,1,0,0,0,0,5,,,,
8786,139036,3,1,1,0,0,0,0,0,5,,,,
9981,141348,3,1,0,0,1,0,0,0,5,,,,
10317,142006,3,1,1,0,0,0,0,0,5,,,,
11447,144133,3,1,0,0,0,1,0,0,5,,,,
12409,145960,3,1,0,1,0,0,0,0,5,,,,
2,122315,2,1,0,0,1,1,0,0,5,,,,
58,122427,2,1,2,0,0,0,0,0,5,,,,
151,122614,2,1,0,0,1,0,1,0,5,,,,
177,122670,2,1,0,0,0,0,0,2,5,,,,
219,122747,2,1,1,0,1,0,0,0,5,,,,
229,122770,2,1,1,0,0,1,0,0,5,,,,
300,122895,2,1,0,1,0,1,0,0,5,,,,
349,122994,2,1,1,0,0,1,0,0,5,,,,
625,123540,2,1,0,2,0,0,0,0,5,,,,
763,123788,2,1,0,0,1,0,0,1,5,,,,
834,123936,2,1,1,0,0,1,0,0,5,,,,
851,123974,2,1,1,0,1,0,0,0,5,,,,
910,124113,2,1,0,0,0,1,1,0,5,,,,
927,124149,2,1,0,0,0,0,2,0,5,,,,
1005,124294,2,1,1,0,0,0,0,1,5,,,,
1083,124444,2,1,0,0,0,1,1,0,5,,,,
1084,124445,2,1,0,0,1,1,0,0,5,,,,
1189,124661,2,1,1,0,0,1,0,0,5,,,,
1210,124703,2,1,1,0,0,0,0,1,5,,,,
1233,124748,2,1,0,0,1,0,1,0,5,,,,
1362,124991,2,1,1,0,0,0,0,1,5,,,,
1598,125450,2,1,0,0,2,0,0,0,5,,,,
1721,125692,2,1,1,0,0,0,1,0,5,,,,
1785,125828,2,1,0,0,0,1,1,0,5,,,,
1807,125872,2,1,1,1,0,0,0,0,5,,,,
2098,126445,2,1,0,0,0,0,1,1,5,,,,
2403,127002,2,1,0,0,0,1,1,0,5,,,,
2550,127282,2,1,1,0,0,0,1,0,5,,,,
2590,127364,2,1,0,1,0,1,0,0,5,,,,
2701,127578,2,1,0,0,0,1,0,1,5,,,,
2754,127687,2,1,0,0,1,0,1,0,5,,,,
2857,127895,2,1,0,0,1,1,0,0,5,,,,
2902,127981,2,1,0,0,0,0,2,0,5,,,,
2960,128085,2,1,1,0,1,0,0,0,5,,,,
2967,128099,2,1,0,1,0,1,0,0,5,,,,
3039,128230,2,1,1,0,1,0,0,0,5,,,,
3473,129055,2,1,0,0,0,1,1,0,5,,,,
3549,129184,2,1,0,0,0,0,1,1,5,,,,
3585,129236,2,1,0,0,2,0,0,0,5,,,,
3674,129393,2,1,0,0,0,1,1,0,5,,,,
3923,129828,2,1,1,0,1,0,0,0,5,,,,
3937,129857,2,1,1,0,0,0,1,0,5,,,,
3979,129940,2,1,0,1,0,1,0,0,5,,,,
4240,130428,2,1,0,0,1,0,1,0,5,,,,
4306,130561,2,1,0,0,1,0,1,0,5,,,,
4404,130733,2,1,1,0,0,1,0,0,5,,,,
4648,131210,2,1,0,1,0,1,0,0,5,,,,
4741,131403,2,1,0,0,0,1,1,0,5,,,,
4900,131718,2,1,1,0,0,1,0,0,5,,,,
5257,132400,2,1,1,0,0,1,0,0,5,,,,
5320,132511,2,1,1,0,0,0,1,0,5,,,,
5532,132906,2,1,0,0,0,1,1,0,5,,,,
5556,132950,2,1,2,0,0,0,0,0,5,,,,
5709,133230,2,1,0,0,0,1,0,1,5,,,,
5737,133285,2,1,0,0,0,0,1,1,5,,,,
5752,133314,2,1,0,1,0,1,0,0,5,,,,
5818,133429,2,1,0,0,1,0,1,0,5,,,,
5972,133695,2,1,0,0,0,0,0,2,5,,,,
6120,133971,2,1,0,0,0,2,0,0,5,,,,
6166,134054,2,1,0,1,0,1,0,0,5,,,,
6275,134251,2,1,0,0,0,2,0,0,5,,,,
6629,134883,2,1,1,0,0,1,0,0,5,,,,
6643,134912,2,1,0,0,0,0,1,1,5,,,,
6679,134986,2,1,1,0,0,0,1,0,5,,,,
6710,135049,2,1,0,1,1,0,0,0,5,,,,
6817,135280,2,1,1,0,0,1,0,0,5,,,,
6863,135358,2,1,2,0,0,0,0,0,5,,,,
6864,135364,2,1,0,0,0,1,1,0,5,,,,
6996,135594,2,1,1,0,1,0,0,0,5,,,,
7142,135878,2,1,0,1,0,1,0,0,5,,,,
7169,135932,2,1,0,1,1,0,0,0,5,,,,
7304,136182,2,1,0,2,0,0,0,0,5,,,,
7523,136570,2,1,0,1,1,0,0,0,5,,,,
7670,136856,2,1,1,0,0,0,1,0,5,,,,
7707,136932,2,1,0,1,0,1,0,0,5,,,,
7711,136939,2,1,0,1,0,1,0,0,5,,,,
7721,136965,2,1,2,0,0,0,0,0,5,,,,
7756,137033,2,1,1,0,0,0,1,0,5,,,,
7760,137042,2,1,1,1,0,0,0,0,5,,,,
7761,137043,2,1,0,1,0,0,1,0,5,,,,
7979,137450,2,1,0,0,0,1,0,1,5,,,,
8025,137526,2,1,0,1,0,1,0,0,5,,,,
8205,137857,2,1,0,1,0,0,1,0,5,,,,
8334,138131,2,1,0,1,0,1,0,0,5,,,,
8357,138172,2,1,1,0,1,0,0,0,5,,,,
8461,138403,2,1,1,1,0,0,0,0,5,,,,
8677,138824,2,1,0,0,1,1,0,0,5,,,,
8706,138881,2,1,1,0,0,1,0,0,5,,,,
8727,138932,2,1,1,0,1,0,0,0,5,,,,
8767,138995,2,1,0,0,1,0,1,0,5,,,,
8950,139342,2,1,0,2,0,0,0,0,5,,,,
9100,139650,2,1,1,0,0,0,1,0,5,,,,
9171,139798,2,1,1,0,0,0,1,0,5,,,,
9181,139812,2,1,1,0,0,1,0,0,5,,,,
9193,139837,2,1,0,0,0,2,0,0,5,,,,
9221,139884,2,1,0,0,0,1,1,0,5,,,,
9244,139930,2,1,1,0,0,1,0,0,5,,,,
9322,140063,2,1,1,0,0,0,0,1,5,,,,
9564,140523,2,1,0,0,0,0,0,2,5,,,,
9591,140582,2,1,0,0,2,0,0,0,5,,,,
9644,140678,2,1,2,0,0,0,0,0,5,,,,
9676,140732,2,1,0,0,0,0,2,0,5,,,,
9797,140973,2,1,1,1,0,0,0,0,5,,,,
9996,141372,2,1,0,0,0,1,1,0,5,,,,
10003,141382,2,1,0,0,1,0,1,0,5,,,,
10030,141420,2,1,0,0,1,1,0,0,5,,,,
10054,141460,2,1,2,0,0,0,0,0,5,,,,
10173,141718,2,1,0,0,2,0,0,0,5,,,,
10313,142001,2,1,0,0,1,0,1,0,5,,,,
10495,142349,2,1,1,0,0,1,0,0,5,,,,
10718,142771,2,1,0,0,1,1,0,0,5,,,,
10914,143157,2,1,0,1,0,1,0,0,5,,,,
10989,143294,2,1,1,0,0,1,0,0,5,,,,
11112,143532,2,1,0,0,1,1,0,0,5,,,,
11113,143533,2,1,1,0,0,1,0,0,5,,,,
11293,143856,2,1,1,0,1,0,0,0,5,,,,
11556,144355,2,1,0,0,0,0,1,1,5,,,,
11637,144497,2,1,0,1,0,1,0,0,5,,,,
11689,144607,2,1,1,0,0,1,0,0,5,,,,
11917,145062,2,1,0,1,0,0,1,0,5,,,,
11939,145105,2,1,1,0,0,0,1,0,5,,,,
12014,145238,2,1,0,0,2,0,0,0,5,,,,
12031,145273,2,1,1,0,0,0,1,0,5,,,,
12168,145530,2,1,1,0,0,0,0,1,5,,,,
12211,145606,2,1,2,0,0,0,0,0,5,,,,
12285,145746,2,1,1,0,0,0,1,0,5,,,,
12361,145869,2,1,0,0,0,1,1,0,5,,,,
12405,145953,2,1,0,0,2,0,0,0,5,,,,
12573,146239,2,1,0,1,0,1,0,0,5,,,,
12636,146349,2,1,0,0,2,0,0,0,5,,,,
12638,146354,2,1,0,0,0,0,2,0,5,,,,
12659,146388,2,1,0,0,1,0,1,0,5,,,,
12703,146473,2,1,0,0,0,1,1,0,5,,,,
12898,146837,2,1,1,0,0,0,1,0,5,,,,
12899,146839,2,1,0,0,0,1,1,0,5,,,,
1,122314,1,1,2,1,0,0,0,0,5,,,,
11,122330,1,1,0,0,1,1,0,1,5,,,,
23,122354,1,1,0,2,0,1,0,0,5,,,,
45,122401,1,1,0,1,0,0,1,1,5,,,,
81,122465,1,1,0,1,0,1,1,0,5,,,,
83,122468,1,1,2,0,0,1,0,0,5,,,,
110,122537,1,1,0,1,0,1,0,1,5,,,,
121,122555,1,1,1,0,0,1,1,0,5,,,,
145,122601,1,1,1,0,0,1,1,0,5,,,,
178,122672,1,1,1,0,1,1,0,0,5,,,,
179,122674,1,1,0,1,1,0,1,0,5,,,,
181,122676,1,1,1,0,0,0,0,2,5,,,,
205,122724,1,1,0,1,1,1,0,0,5,,,,
206,122725,1,1,1,0,1,1,0,0,5,,,,
215,122739,1,1,1,1,1,0,0,0,5,,,,
230,122772,1,1,0,0,1,1,1,0,5,,,,
267,122836,1,1,0,0,0,3,0,0,5,,,,
293,122883,1,1,1,0,2,0,0,0,5,,,,
315,122924,1,1,3,0,0,0,0,0,5,,,,
339,122977,1,1,0,1,0,0,2,0,5,,,,
381,123051,1,1,0,0,1,0,2,0,5,,,,
391,123076,1,1,0,1,0,0,2,0,5,,,,
466,123239,1,1,0,0,0,2,1,0,5,,,,
478,123262,1,1,0,0,1,0,1,1,5,,,,
495,123298,1,1,0,2,0,0,1,0,5,,,,
516,123335,1,1,0,1,1,0,0,1,5,,,,
529,123358,1,1,0,1,0,1,1,0,5,,,,
534,123366,1,1,0,1,0,1,1,0,5,,,,
538,123372,1,1,1,0,1,0,0,1,5,,,,
572,123426,1,1,0,0,1,1,1,0,5,,,,
582,123440,1,1,1,1,0,0,1,0,5,,,,
601,123486,1,1,1,0,0,1,1,0,5,,,,
611,123507,1,1,1,0,1,0,1,0,5,,,,
630,123547,1,1,1,0,0,0,2,0,5,,,,
691,123646,1,1,0,0,1,0,2,0,5,,,,
710,123682,1,1,0,0,1,1,1,0,5,,,,
748,123760,1,1,0,1,0,1,1,0,5,,,,
755,123772,1,1,1,0,2,0,0,0,5,,,,
761,123783,1,1,0,1,0,1,1,0,5,,,,
765,123793,1,1,2,1,0,0,0,0,5,,,,
796,123856,1,1,0,0,1,1,1,0,5,,,,
814,123891,1,1,0,0,0,2,0,1,5,,,,
838,123946,1,1,0,1,0,0,1,1,5,,,,
916,124132,1,1,0,1,0,1,1,0,5,,,,
933,124168,1,1,2,0,0,1,0,0,5,,,,
959,124207,1,1,0,0,0,1,1,1,5,,,,
974,124235,1,1,0,1,0,1,1,0,5,,,,
978,124246,1,1,0,0,0,1,1,1,5,,,,
998,124279,1,1,2,1,0,0,0,0,5,,,,
1000,124285,1,1,0,1,1,1,0,0,5,,,,
1003,124289,1,1,0,1,1,0,1,0,5,,,,
1010,124305,1,1,0,1,1,0,1,0,5,,,,
1053,124397,1,1,0,0,0,1,2,0,5,,,,
1098,124486,1,1,1,2,0,0,0,0,5,,,,
1132,124549,1,1,0,0,2,0,0,1,5,,,,
1145,124571,1,1,1,1,0,1,0,0,5,,,,
1165,124608,1,1,0,0,1,2,0,0,5,,,,
1194,124673,1,1,1,0,1,1,0,0,5,,,,
1241,124758,1,1,2,1,0,0,0,0,5,,,,
1259,124800,1,1,1,0,1,0,1,0,5,,,,
1281,124832,1,1,1,1,1,0,0,0,5,,,,
1348,124961,1,1,1,1,1,0,0,0,5,,,,
1352,124970,1,1,0,1,0,0,1,1,5,,,,
1361,124990,1,1,0,0,2,1,0,0,5,,,,
1402,125082,1,1,1,0,1,0,1,0,5,,,,
1448,125182,1,1,0,0,0,1,1,1,5,,,,
1457,125202,1,1,0,0,0,1,1,1,5,,,,
1469,125217,1,1,1,1,1,0,0,0,5,,,,
1470,125218,1,1,1,0,0,0,2,0,5,,,,
1537,125337,1,1,0,1,1,1,0,0,5,,,,
1549,125358,1,1,1,0,1,1,0,0,5,,,,
1582,125408,1,1,3,0,0,0,0,0,5,,,,
1586,125413,1,1,0,2,0,0,1,0,5,,,,
1588,125416,1,1,0,0,0,0,2,1,5,,,,
1621,125492,1,1,0,1,0,1,1,0,5,,,,
1640,125528,1,1,1,0,0,0,1,1,5,,,,
1684,125607,1,1,1,0,1,0,1,0,5,,,,
1725,125701,1,1,1,0,0,1,1,0,5,,,,
1747,125752,1,1,1,0,1,0,0,1,5,,,,
1770,125804,1,1,0,0,1,1,0,1,5,,,,
1809,125874,1,1,0,0,1,0,2,0,5,,,,
1810,125879,1,1,0,1,0,1,0,1,5,,,,
1835,125931,1,1,0,1,0,1,1,0,5,,,,
1906,126071,1,1,1,2,0,0,0,0,5,,,,
1915,126089,1,1,2,0,0,0,0,1,5,,,,
1936,126143,1,1,0,0,1,0,2,0,5,,,,
1945,126158,1,1,1,1,1,0,0,0,5,,,,
1971,126201,1,1,3,0,0,0,0,0,5,,,,
1972,126206,1,1,1,0,0,1,1,0,5,,,,
1994,126255,1,1,0,1,0,0,2,0,5,,,,
2026,126321,1,1,0,0,2,1,0,0,5,,,,
2048,126358,1,1,0,0,2,0,1,0,5,,,,
2064,126381,1,1,0,1,0,2,0,0,5,,,,
2068,126389,1,1,1,0,0,1,1,0,5,,,,
2069,126391,1,1,1,0,0,0,2,0,5,,,,
2071,126397,1,1,1,0,0,2,0,0,5,,,,
2110,126467,1,1,0,0,1,0,1,1,5,,,,
2133,126510,1,1,1,0,1,1,0,0,5,,,,
2165,126569,1,1,1,0,1,1,0,0,5,,,,
2185,126605,1,1,2,0,0,0,1,0,5,,,,
2210,126646,1,1,2,0,1,0,0,0,5,,,,
2211,126649,1,1,0,0,0,2,1,0,5,,,,
2232,126684,1,1,0,0,1,1,1,0,5,,,,
2298,126813,1,1,0,0,0,0,2,1,5,,,,
2300,126817,1,1,0,0,0,1,1,1,5,,,,
2303,126823,1,1,0,0,1,0,2,0,5,,,,
2335,126878,1,1,0,0,2,0,1,0,5,,,,
2369,126936,1,1,1,1,0,1,0,0,5,,,,
2371,126941,1,1,1,1,0,0,1,0,5,,,,
2434,127069,1,1,0,0,1,2,0,0,5,,,,
2451,127098,1,1,1,0,0,1,0,1,5,,,,
2511,127211,1,1,1,0,0,1,1,0,5,,,,
2517,127221,1,1,0,1,1,1,0,0,5,,,,
2548,127279,1,1,2,0,0,1,0,0,5,,,,
2549,127281,1,1,2,1,0,0,0,0,5,,,,
2587,127354,1,1,0,1,0,1,1,0,5,,,,
2603,127386,1,1,2,1,0,0,0,0,5,,,,
2612,127399,1,1,0,2,0,0,1,0,5,,,,
2677,127538,1,1,0,2,0,1,0,0,5,,,,
2695,127569,1,1,1,1,0,0,0,1,5,,,,
2700,127577,1,1,1,1,0,0,1,0,5,,,,
2709,127597,1,1,0,1,0,0,1,1,5,,,,
2751,127684,1,1,0,0,0,0,2,1,5,,,,
2797,127769,1,1,2,0,0,0,0,1,5,,,,
2811,127801,1,1,1,0,2,0,0,0,5,,,,
2815,127813,1,1,0,0,0,0,2,1,5,,,,
2861,127903,1,1,0,0,2,0,1,0,5,,,,
2887,127955,1,1,0,0,0,2,1,0,5,,,,
2889,127958,1,1,0,1,0,1,0,1,5,,,,
2912,127996,1,1,0,1,1,0,1,0,5,,,,
2915,128001,1,1,0,0,2,0,1,0,5,,,,
2926,128021,1,1,0,1,0,0,0,2,5,,,,
2950,128060,1,1,1,1,0,0,1,0,5,,,,
2990,128135,1,1,1,0,0,1,0,1,5,,,,
2991,128138,1,1,0,1,0,1,0,1,5,,,,
2993,128141,1,1,1,0,0,0,2,0,5,,,,
3000,128154,1,1,0,1,0,1,1,0,5,,,,
3013,128185,1,1,0,1,0,0,2,0,5,,,,
3063,128286,1,1,1,0,1,0,1,0,5,,,,
3078,128313,1,1,1,0,0,1,1,0,5,,,,
3083,128328,1,1,0,0,1,0,2,0,5,,,,
3087,128336,1,1,0,0,0,1,2,0,5,,,,
3123,128400,1,1,0,1,0,1,1,0,5,,,,
3149,128454,1,1,0,1,1,1,0,0,5,,,,
3213,128563,1,1,1,0,0,1,1,0,5,,,,
3222,128581,1,1,2,1,0,0,0,0,5,,,,
3245,128631,1,1,1,1,0,1,0,0,5,,,,
3247,128633,1,1,1,1,0,1,0,0,5,,,,
3257,128651,1,1,1,1,0,0,0,1,5,,,,
